"[ src/simtellus/temp_stability_test.rb (and planet & sim) ] LOG_DISABLE: true"
Simulating 1428 days starting from 2088-01-01...
Day, Temperature
267, 1.3927893536744698
268, 1.1166948744579912
269, 0.8410926099548721
270, 0.5660642270640679
271, 0.2916912226310284
272, 0.01805489929841997
273, -0.25476365858559724
274, -0.5266836089944142
275, -0.7976243761782147
276, -1.0675056745402998
277, -1.3362475324274623
278, -1.6037703158272567
279, -1.8699947519653666
280, -2.134841952795769
281, -2.3982334383769803
282, -2.660091160127376
283, -2.9203375239526483
284, -3.1788954132386156
285, -3.4356882117025496
286, -3.690639826096225
287, -3.9436747087539956
288, -4.194717879979169
289, -4.44369495026217
290, -4.690532142323709
291, -4.93515631297659
292, -5.177494974799631
293, -5.417476317617233
294, -5.655029229778304
295, -5.890083319228154
296, -6.122568934367198
297, -6.352417184690228
298, -6.579559961200125
299, -6.803929956590075
300, -7.025460685188142
301, -7.244086502658419
302, -7.459742625452856
303, -7.672365150008028
304, -7.881891071681144
305, -8.088258303419671
306, -8.29140569415907
307, -8.491273046943205
308, -8.687801136761925
309, -8.880931728100808
310, -9.070607592197543
311, -9.256772524000056
312, -9.43937135882128
313, -9.618349988685665
314, -9.79365537836249
315, -9.965235581081409
316, -10.133039753925338
317, -10.297018172896369
318, -10.457122247650007
319, -10.613304535893576
320, -10.765518757444369
321, -10.913719807943504
322, -11.057863772221268
323, -11.197907937310172
324, -11.333810805101688
325, -11.465532104643078
326, -11.593032804070496
327, -11.716275122175034
328, -11.835222539598021
329, -11.949839809652602
330, -12.060092968768
331, -12.165949346553724
332, -12.267377575480458
333, -12.36434760017498
334, -12.456830686326182
335, -12.544799429199694
336, -12.62822776175848
337, -12.707090962387069
338, -12.781365662217105
339, -12.851029852052058
340, -12.916062888888996
341, -12.976445502035581
342, -13.032159798820372
343, -13.083189269894818
344, -13.129518794125335
345, -13.17113464307402
346, -13.208024485066685
347, -13.240177388847002
348, -13.26758382681566
349, -13.290235677853616
350, -13.308126229728533
351, -13.321250181083787
352, -13.329603643009353
353, -13.333184140194174
354, -13.331990611659666
355, -13.32602341107409
356, -13.315284306647762
357, -13.299776480609093
358, -13.27950452826163
359, -13.254474456622347
360, -13.224693682641675
361, -13.190171031005658
362, -13.15091673152104
363, -13.106942416083934
364, -13.058261115233048
365, -13.00488725428845
366, -13.004887254288448
367, -12.946836649077044
368, -12.884126501245987
369, -12.816775393165477
370, -12.744803282422396
371, -12.66823149590644
372, -12.58708272349051
373, -12.501381011307206
374, -12.411151754623443
375, -12.316421690315282
376, -12.217218888945222
377, -12.113572746444277
378, -12.00551397540134
379, -11.893074595962371
380, -11.776287926342135
381, -11.655188572951307
382, -11.529812420141832
383, -11.400196619573627
384, -11.26637957920574
385, -11.12840095191524
386, -10.98630162374721
387, -10.84012370179935
388, -10.689910501744704
389, -10.53570653499632
390, -10.377557495517536
391, -10.215510246281886
392, -10.049612805386584
393, -9.87991433182373
394, -9.706465110913433
395, -9.529316539403185
396, -9.348521110237911
397, -9.164132397005153
398, -8.976205038060076
399, -8.78479472033494
400, -8.589958162837863
401, -8.391753099845747
402, -8.190238263796372
403, -7.985473367884705
404, -7.777519088368592
405, -7.56643704658908
406, -7.352289790710664
407, -7.135140777186944
408, -6.915054351957082
409, -6.692095731378732
410, -6.46633098290301
411, -6.237827005497287
412, -6.006651509821598
413, -5.77287299816448
414, -5.536560744144293
415, -5.297784772181938
416, -5.056615836751117
417, -4.81312540141225
418, -4.56738561763628
419, -4.319469303424638
420, -4.069449921731701
421, -3.8174015586961225
422, -3.5633989016875187
423, -3.3075172171749863
424, -3.0498323284240314
425, -2.7904205930284807
426, -2.5293588802840947
427, -2.2667245484105383
428, -2.0025954216284525
429, -1.7370497670984797
430, -1.4701662717290045
431, -1.2020240188595164
432, -0.9327024648265301
433, -0.6622814154189349
434, -0.3908410022298394
435, -0.11846165891183347
436, 0.1547759026572315
437, 0.4287907162909086
438, 0.703501585486201
439, 0.9788271074838111
440, 1.2546856973895686
441, 1.5309956123497628
442, 1.8076749757733364
443, 2.0846418015936763
444, 2.3618140185628604
445, 2.639109494571132
446, 2.9164460609844234
447, 3.1937415369926967
448, 3.470913753961881
449, 3.7478805797822226
450, 4.024559943205794
451, 4.3008698581659885
452, 4.576728448071744
453, 4.852053970069356
454, 5.1267648392646485
455, 5.400779652898329
456, 5.674017214467391
457, 5.946396557785398
458, 6.217836970974492
459, 6.488258020382087
460, 6.757579574415075
461, 7.025721827284563
462, 7.292605322654037
463, 7.55815097718401
464, 7.822280103966094
465, 8.08491443583965
466, 8.345976148584036
467, 8.605387883979589
468, 8.863072772730543
469, 9.118954457243074
470, 9.37295711425168
471, 9.625005477287257
472, 9.875024858980193
473, 10.122941173191837
474, 10.368680956967808
475, 10.612171392306674
476, 10.853340327737495
477, 11.092116299699853
478, 11.328428553720038
479, 11.562207065377155
480, 11.793382561052844
481, 12.021886538458567
482, 12.247651286934289
483, 12.470609907512639
484, 12.690696332742501
485, 12.907845346266221
486, 13.121992602144633
487, 13.333074643924153
488, 13.541028923440262
489, 13.745793819351928
490, 13.947308655401304
491, 14.14551371839342
492, 14.3403502758905
493, 14.531760593615633
494, 14.719687952560712
495, 14.904076665793468
496, 15.08487209495874
497, 15.262020666468988
498, 15.435469887379288
499, 15.605168360942141
500, 15.771065801837441
501, 15.93311305107309
502, 16.091262090551876
503, 16.24546605730026
504, 16.395679257354907
505, 16.541857179302767
506, 16.683956507470796
507, 16.821935134761294
508, 16.955752175129184
509, 17.08536797569739
510, 17.21074412850686
511, 17.331843481897693
512, 17.448630151517925
513, 17.5610695309569
514, 17.669128301999834
515, 17.77277444450078
516, 17.87197724587084
517, 17.966707310179004
518, 18.056936566862763
519, 18.142638279046068
520, 18.223787051461997
521, 18.300358837977953
522, 18.372330948721036
523, 18.439682056801544
524, 18.5023922046326
525, 18.560442809844
526, 18.6138166707886
527, 18.66249797163949
528, 18.706472287076597
529, 18.745726586561215
530, 18.780249238197232
531, 18.810030012177908
532, 18.835060083817186
533, 18.85533203616465
534, 18.870839862203315
535, 18.88157896662965
536, 18.887546167215223
537, 18.88873969574973
538, 18.88515919856491
539, 18.876805736639344
540, 18.86368178528409
541, 18.845791233409177
542, 18.82313938237122
543, 18.795732944402555
544, 18.76358004062224
545, 18.726690198629573
546, 18.685074349680892
547, 18.638744825450374
548, 18.587715354375927
549, 18.53200105759114
550, 18.471618444444555
551, 18.40658540760762
552, 18.336921217772662
553, 18.262646517942624
554, 18.183783317314035
555, 18.100354984755253
556, 18.01238624188174
557, 17.91990315573054
558, 17.822933131036017
559, 17.721504902109277
560, 17.61564852432356
561, 17.50539536520816
562, 17.39077809515358
563, 17.271830677730588
564, 17.14858835962606
565, 17.02108766019864
566, 16.889366360657252
567, 16.753463492865727
568, 16.613419327776825
569, 16.469275363499065
570, 16.321074312999926
571, 16.16886009144913
572, 16.012677803205563
573, 15.85257372845193
574, 15.688595309480899
575, 15.520791136636966
576, 15.349210933918055
577, 15.173905544241222
578, 14.99492691437684
579, 14.812328079555613
580, 14.626163147753104
581, 14.436487283656366
582, 14.24335669231748
583, 14.046828602498756
584, 13.846961249714639
585, 13.643813858975236
586, 13.43744662723671
587, 13.227920705563587
588, 13.015298181008415
589, 12.79964205821398
590, 12.5810162407437
591, 12.359485512145636
592, 12.135115516755683
593, 11.907972740245786
594, 11.678124489922766
595, 11.445638874783722
596, 11.210584785333864
597, 10.973031873172793
598, 10.73305053035519
599, 10.490711868532149
600, 10.246087697879268
601, 9.999250505817727
602, 9.750273435534723
603, 9.49923026430955
604, 9.246195381651788
605, 8.99124376725812
606, 8.734450968794178
607, 8.47589307950821
608, 8.215646715682936
609, 7.953788993932541
610, 7.690397508351328
611, 7.425550307520922
612, 7.159325871382812
613, 6.891803087983014
614, 6.623061230095864
615, 6.353179931733784
616, 6.082239164549975
617, 5.810319214141156
618, 5.537500656257144
619, 5.263864332924534
620, 4.989491328491493
621, 4.71446294560068
622, 4.438860681097562
623, 4.162766201881084
624, 3.886261320704044
625, 3.609427971930206
626, 3.332348187255345
627, 3.055104071399562
628, 2.777777777777782
629, 2.5004514841560006
630, 2.223207368300212
631, 1.946127583625362
632, 1.669294234851522
633, 1.3927893536744698
634, 1.1166948744579912
635, 0.8410926099548721
636, 0.5660642270640679
637, 0.2916912226310284
638, 0.01805489929841997
639, -0.25476365858559724
640, -0.5266836089944142
641, -0.7976243761782147
642, -1.0675056745402998
643, -1.3362475324274623
644, -1.6037703158272567
645, -1.8699947519653666
646, -2.134841952795769
647, -2.3982334383769803
648, -2.660091160127376
649, -2.9203375239526483
650, -3.1788954132386156
651, -3.4356882117025496
652, -3.690639826096225
653, -3.9436747087539956
654, -4.194717879979169
655, -4.44369495026217
656, -4.690532142323709
657, -4.93515631297659
658, -5.177494974799631
659, -5.417476317617233
660, -5.655029229778304
661, -5.890083319228154
662, -6.122568934367198
663, -6.352417184690228
664, -6.579559961200125
665, -6.803929956590075
666, -7.025460685188142
667, -7.244086502658419
668, -7.459742625452856
669, -7.672365150008028
670, -7.881891071681144
671, -8.088258303419671
672, -8.29140569415907
673, -8.491273046943205
674, -8.687801136761925
675, -8.880931728100808
676, -9.070607592197543
677, -9.256772524000056
678, -9.43937135882128
679, -9.618349988685665
680, -9.79365537836249
681, -9.965235581081409
682, -10.133039753925338
683, -10.297018172896369
684, -10.457122247650007
685, -10.613304535893576
686, -10.765518757444369
687, -10.913719807943504
688, -11.057863772221268
689, -11.197907937310172
690, -11.333810805101688
691, -11.465532104643078
692, -11.593032804070496
693, -11.716275122175034
694, -11.835222539598021
695, -11.949839809652602
696, -12.060092968768
697, -12.165949346553724
698, -12.267377575480458
699, -12.36434760017498
700, -12.456830686326182
701, -12.544799429199694
702, -12.62822776175848
703, -12.707090962387069
704, -12.781365662217105
705, -12.851029852052058
706, -12.916062888888996
707, -12.976445502035581
708, -13.032159798820372
709, -13.083189269894818
710, -13.129518794125335
711, -13.17113464307402
712, -13.208024485066685
713, -13.240177388847002
714, -13.26758382681566
715, -13.290235677853616
716, -13.308126229728533
717, -13.321250181083787
718, -13.329603643009353
719, -13.333184140194174
720, -13.331990611659666
721, -13.32602341107409
722, -13.315284306647762
723, -13.299776480609093
724, -13.27950452826163
725, -13.254474456622347
726, -13.224693682641675
727, -13.190171031005658
728, -13.15091673152104
729, -13.106942416083934
730, -13.058261115233048
731, -13.004887254288448
732, -12.946836649077044
733, -12.884126501245987
734, -12.816775393165477
735, -12.744803282422396
736, -12.66823149590644
737, -12.58708272349051
738, -12.501381011307206
739, -12.411151754623443
740, -12.316421690315282
741, -12.217218888945222
742, -12.113572746444277
743, -12.00551397540134
744, -11.893074595962371
745, -11.776287926342135
746, -11.655188572951307
747, -11.529812420141832
748, -11.400196619573627
749, -11.26637957920574
750, -11.12840095191524
751, -10.98630162374721
752, -10.84012370179935
753, -10.689910501744704
754, -10.53570653499632
755, -10.377557495517536
756, -10.215510246281886
757, -10.049612805386584
758, -9.87991433182373
759, -9.706465110913433
760, -9.529316539403185
761, -9.348521110237911
762, -9.164132397005153
763, -8.976205038060076
764, -8.78479472033494
765, -8.589958162837863
766, -8.391753099845747
767, -8.190238263796372
768, -7.985473367884705
769, -7.777519088368592
770, -7.56643704658908
771, -7.352289790710664
772, -7.135140777186944
773, -6.915054351957082
774, -6.692095731378732
775, -6.46633098290301
776, -6.237827005497287
777, -6.006651509821598
778, -5.77287299816448
779, -5.536560744144293
780, -5.297784772181938
781, -5.056615836751117
782, -4.81312540141225
783, -4.56738561763628
784, -4.319469303424638
785, -4.069449921731701
786, -3.8174015586961225
787, -3.5633989016875187
788, -3.3075172171749863
789, -3.0498323284240314
790, -2.7904205930284807
791, -2.5293588802840947
792, -2.2667245484105383
793, -2.0025954216284525
794, -1.7370497670984797
795, -1.4701662717290045
796, -1.2020240188595164
797, -0.9327024648265301
798, -0.6622814154189349
799, -0.3908410022298394
800, -0.11846165891183347
801, 0.1547759026572315
802, 0.4287907162909086
803, 0.703501585486201
804, 0.9788271074838111
805, 1.2546856973895686
806, 1.5309956123497628
807, 1.8076749757733364
808, 2.0846418015936763
809, 2.3618140185628604
810, 2.639109494571132
811, 2.9164460609844234
812, 3.1937415369926967
813, 3.470913753961881
814, 3.7478805797822226
815, 4.024559943205794
816, 4.3008698581659885
817, 4.576728448071744
818, 4.852053970069356
819, 5.1267648392646485
820, 5.400779652898329
821, 5.674017214467391
822, 5.946396557785398
823, 6.217836970974492
824, 6.488258020382087
825, 6.757579574415075
826, 7.025721827284563
827, 7.292605322654037
828, 7.55815097718401
829, 7.822280103966094
830, 8.08491443583965
831, 8.345976148584036
832, 8.605387883979589
833, 8.863072772730543
834, 9.118954457243074
835, 9.37295711425168
836, 9.625005477287257
837, 9.875024858980193
838, 10.122941173191837
839, 10.368680956967808
840, 10.612171392306674
841, 10.853340327737495
842, 11.092116299699853
843, 11.328428553720038
844, 11.562207065377155
845, 11.793382561052844
846, 12.021886538458567
847, 12.247651286934289
848, 12.470609907512639
849, 12.690696332742501
850, 12.907845346266221
851, 13.121992602144633
852, 13.333074643924153
853, 13.541028923440262
854, 13.745793819351928
855, 13.947308655401304
856, 14.14551371839342
857, 14.3403502758905
858, 14.531760593615633
859, 14.719687952560712
860, 14.904076665793468
861, 15.08487209495874
862, 15.262020666468988
863, 15.435469887379288
864, 15.605168360942141
865, 15.771065801837441
866, 15.93311305107309
867, 16.091262090551876
868, 16.24546605730026
869, 16.395679257354907
870, 16.541857179302767
871, 16.683956507470796
872, 16.821935134761294
873, 16.955752175129184
874, 17.08536797569739
875, 17.21074412850686
876, 17.331843481897693
877, 17.448630151517925
878, 17.5610695309569
879, 17.669128301999834
880, 17.77277444450078
881, 17.87197724587084
882, 17.966707310179004
883, 18.056936566862763
884, 18.142638279046068
885, 18.223787051461997
886, 18.300358837977953
887, 18.372330948721036
888, 18.439682056801544
889, 18.5023922046326
890, 18.560442809844
891, 18.6138166707886
892, 18.66249797163949
893, 18.706472287076597
894, 18.745726586561215
895, 18.780249238197232
896, 18.810030012177908
897, 18.835060083817186
898, 18.85533203616465
899, 18.870839862203315
900, 18.88157896662965
901, 18.887546167215223
902, 18.88873969574973
903, 18.88515919856491
904, 18.876805736639344
905, 18.86368178528409
906, 18.845791233409177
907, 18.82313938237122
908, 18.795732944402555
909, 18.76358004062224
910, 18.726690198629573
911, 18.685074349680892
912, 18.638744825450374
913, 18.587715354375927
914, 18.53200105759114
915, 18.471618444444555
916, 18.40658540760762
917, 18.336921217772662
918, 18.262646517942624
919, 18.183783317314035
920, 18.100354984755253
921, 18.01238624188174
922, 17.91990315573054
923, 17.822933131036017
924, 17.721504902109277
925, 17.61564852432356
926, 17.50539536520816
927, 17.39077809515358
928, 17.271830677730588
929, 17.14858835962606
930, 17.02108766019864
931, 16.889366360657252
932, 16.753463492865727
933, 16.613419327776825
934, 16.469275363499065
935, 16.321074312999926
936, 16.16886009144913
937, 16.012677803205563
938, 15.85257372845193
939, 15.688595309480899
940, 15.520791136636966
941, 15.349210933918055
942, 15.173905544241222
943, 14.99492691437684
944, 14.812328079555613
945, 14.626163147753104
946, 14.436487283656366
947, 14.24335669231748
948, 14.046828602498756
949, 13.846961249714639
950, 13.643813858975236
951, 13.43744662723671
952, 13.227920705563587
953, 13.015298181008415
954, 12.79964205821398
955, 12.5810162407437
956, 12.359485512145636
957, 12.135115516755683
958, 11.907972740245786
959, 11.678124489922766
960, 11.445638874783722
961, 11.210584785333864
962, 10.973031873172793
963, 10.73305053035519
964, 10.490711868532149
965, 10.246087697879268
966, 9.999250505817727
967, 9.750273435534723
968, 9.49923026430955
969, 9.246195381651788
970, 8.99124376725812
971, 8.734450968794178
972, 8.47589307950821
973, 8.215646715682936
974, 7.953788993932541
975, 7.690397508351328
976, 7.425550307520922
977, 7.159325871382812
978, 6.891803087983014
979, 6.623061230095864
980, 6.353179931733784
981, 6.082239164549975
982, 5.810319214141156
983, 5.537500656257144
984, 5.263864332924534
985, 4.989491328491493
986, 4.71446294560068
987, 4.438860681097562
988, 4.162766201881084
989, 3.886261320704044
990, 3.609427971930206
991, 3.332348187255345
992, 3.055104071399562
993, 2.777777777777782
994, 2.5004514841560006
995, 2.223207368300212
996, 1.946127583625362
997, 1.669294234851522
998, 1.3927893536744698
999, 1.1166948744579912
1000, 0.8410926099548721
1001, 0.5660642270640679
1002, 0.2916912226310284
1003, 0.01805489929841997
1004, -0.25476365858559724
1005, -0.5266836089944142
1006, -0.7976243761782147
1007, -1.0675056745402998
1008, -1.3362475324274623
1009, -1.6037703158272567
1010, -1.8699947519653666
1011, -2.134841952795769
1012, -2.3982334383769803
1013, -2.660091160127376
1014, -2.9203375239526483
1015, -3.1788954132386156
1016, -3.4356882117025496
1017, -3.690639826096225
1018, -3.9436747087539956
1019, -4.194717879979169
1020, -4.44369495026217
1021, -4.690532142323709
1022, -4.93515631297659
1023, -5.177494974799631
1024, -5.417476317617233
1025, -5.655029229778304
1026, -5.890083319228154
1027, -6.122568934367198
1028, -6.352417184690228
1029, -6.579559961200125
1030, -6.803929956590075
1031, -7.025460685188142
1032, -7.244086502658419
1033, -7.459742625452856
1034, -7.672365150008028
1035, -7.881891071681144
1036, -8.088258303419671
1037, -8.29140569415907
1038, -8.491273046943205
1039, -8.687801136761925
1040, -8.880931728100808
1041, -9.070607592197543
1042, -9.256772524000056
1043, -9.43937135882128
1044, -9.618349988685665
1045, -9.79365537836249
1046, -9.965235581081409
1047, -10.133039753925338
1048, -10.297018172896369
1049, -10.457122247650007
1050, -10.613304535893576
1051, -10.765518757444369
1052, -10.913719807943504
1053, -11.057863772221268
1054, -11.197907937310172
1055, -11.333810805101688
1056, -11.465532104643078
1057, -11.593032804070496
1058, -11.716275122175034
1059, -11.835222539598021
1060, -11.949839809652602
1061, -12.060092968768
1062, -12.165949346553724
1063, -12.267377575480458
1064, -12.36434760017498
1065, -12.456830686326182
1066, -12.544799429199694
1067, -12.62822776175848
1068, -12.707090962387069
1069, -12.781365662217105
1070, -12.851029852052058
1071, -12.916062888888996
1072, -12.976445502035581
1073, -13.032159798820372
1074, -13.083189269894818
1075, -13.129518794125335
1076, -13.17113464307402
1077, -13.208024485066685
1078, -13.240177388847002
1079, -13.26758382681566
1080, -13.290235677853616
1081, -13.308126229728533
1082, -13.321250181083787
1083, -13.329603643009353
1084, -13.333184140194174
1085, -13.331990611659666
1086, -13.32602341107409
1087, -13.315284306647762
1088, -13.299776480609093
1089, -13.27950452826163
1090, -13.254474456622347
1091, -13.224693682641675
1092, -13.190171031005658
1093, -13.15091673152104
1094, -13.106942416083934
1095, -13.058261115233048
1096, -13.004887254288448
1097, -12.946836649077044
1098, -12.884126501245987
1099, -12.816775393165477
1100, -12.744803282422396
1101, -12.66823149590644
1102, -12.58708272349051
1103, -12.501381011307206
1104, -12.411151754623443
1105, -12.316421690315282
1106, -12.217218888945222
1107, -12.113572746444277
1108, -12.00551397540134
1109, -11.893074595962371
1110, -11.776287926342135
1111, -11.655188572951307
1112, -11.529812420141832
1113, -11.400196619573627
1114, -11.26637957920574
1115, -11.12840095191524
1116, -10.98630162374721
1117, -10.84012370179935
1118, -10.689910501744704
1119, -10.53570653499632
1120, -10.377557495517536
1121, -10.215510246281886
1122, -10.049612805386584
1123, -9.87991433182373
1124, -9.706465110913433
1125, -9.529316539403185
1126, -9.348521110237911
1127, -9.164132397005153
1128, -8.976205038060076
1129, -8.78479472033494
1130, -8.589958162837863
1131, -8.391753099845747
1132, -8.190238263796372
1133, -7.985473367884705
1134, -7.777519088368592
1135, -7.56643704658908
1136, -7.352289790710664
1137, -7.135140777186944
1138, -6.915054351957082
1139, -6.692095731378732
1140, -6.46633098290301
1141, -6.237827005497287
1142, -6.006651509821598
1143, -5.77287299816448
1144, -5.536560744144293
1145, -5.297784772181938
1146, -5.056615836751117
1147, -4.81312540141225
1148, -4.56738561763628
1149, -4.319469303424638
1150, -4.069449921731701
1151, -3.8174015586961225
1152, -3.5633989016875187
1153, -3.3075172171749863
1154, -3.0498323284240314
1155, -2.7904205930284807
1156, -2.5293588802840947
1157, -2.2667245484105383
1158, -2.0025954216284525
1159, -1.7370497670984797
1160, -1.4701662717290045
1161, -1.2020240188595164
1162, -0.9327024648265301
1163, -0.6622814154189349
1164, -0.3908410022298394
1165, -0.11846165891183347
1166, 0.1547759026572315
1167, 0.4287907162909086
1168, 0.703501585486201
1169, 0.9788271074838111
1170, 1.2546856973895686
1171, 1.5309956123497628
1172, 1.8076749757733364
1173, 2.0846418015936763
1174, 2.3618140185628604
1175, 2.639109494571132
1176, 2.9164460609844234
1177, 3.1937415369926967
1178, 3.470913753961881
1179, 3.7478805797822226
1180, 4.024559943205794
1181, 4.3008698581659885
1182, 4.576728448071744
1183, 4.852053970069356
1184, 5.1267648392646485
1185, 5.400779652898329
1186, 5.674017214467391
1187, 5.946396557785398
1188, 6.217836970974492
1189, 6.488258020382087
1190, 6.757579574415075
1191, 7.025721827284563
1192, 7.292605322654037
1193, 7.55815097718401
1194, 7.822280103966094
1195, 8.08491443583965
1196, 8.345976148584036
1197, 8.605387883979589
1198, 8.863072772730543
1199, 9.118954457243074
1200, 9.37295711425168
1201, 9.625005477287257
1202, 9.875024858980193
1203, 10.122941173191837
1204, 10.368680956967808
1205, 10.612171392306674
1206, 10.853340327737495
1207, 11.092116299699853
1208, 11.328428553720038
1209, 11.562207065377155
1210, 11.793382561052844
1211, 12.021886538458567
1212, 12.247651286934289
1213, 12.470609907512639
1214, 12.690696332742501
1215, 12.907845346266221
1216, 13.121992602144633
1217, 13.333074643924153
1218, 13.541028923440262
1219, 13.745793819351928
1220, 13.947308655401304
1221, 14.14551371839342
1222, 14.3403502758905
1223, 14.531760593615633
